topic,message_type,bag_time_ns,bag_time_s,time_from_start_s,header_time_ns,header_time_s,z
/spool_cable_odom,nav_msgs/msg/Odometry,1784323021623315126,1784323021.623315096,10.998856835,1784136759731717160,1784136759.731717110,0.000000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323021750795730,1784323021.750795841,11.126337439,1784136759831774144,1784136759.831774235,0.000000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323021874336427,1784323021.874336481,11.249878136,1784136759931766396,1784136759.931766272,0.000000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323022000743725,1784323022.000743628,11.376285434,1784136760031703327,1784136760.031703234,0.000000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323022127268420,1784323022.127268314,11.502810129,1784136760131704749,1784136760.131704807,0.000000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323022249502122,1784323022.249502182,11.625043831,1784136760231628296,1784136760.231628180,0.000000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323022373598121,1784323022.373598099,11.749139830,1784136760331726205,1784136760.331726074,0.000000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323022500276446,1784323022.500276566,11.875818155,1784136760431725955,1784136760.431725979,0.010000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323022510042769,1784323022.510042906,11.885584478,1784136760750135195,1784136760.750135183,0.000378898733
/spool_cable_odom,nav_msgs/msg/Odometry,1784323022624341249,1784323022.624341249,11.999882958,1784136760531704777,1784136760.531704903,0.020000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323022641623350,1784323022.641623259,12.017165059,1784136760850062555,1784136760.850062609,0.019857655156
/spool_cable_odom,nav_msgs/msg/Odometry,1784323022751126598,1784323022.751126528,12.126668307,1784136760631685849,1784136760.631685972,0.030000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323022763589371,1784323022.763589382,12.139131080,1784136760950193715,1784136760.950193644,0.020526460725
/spool_cable_odom,nav_msgs/msg/Odometry,1784323022874251685,1784323022.874251842,12.249793394,1784136760731780443,1784136760.731780291,0.050000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323023000101504,1784323023.000101328,12.375643213,1784136760831697917,1784136760.831697941,0.060000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323023125549416,1784323023.125549316,12.501091125,1784136760931750490,1784136760.931750298,0.070000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323023250384323,1784323023.250384331,12.625926032,1784136761031632813,1784136761.031632900,0.080000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323023376032968,1784323023.376033068,12.751574677,1784136761131785776,1784136761.131785631,0.090000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323023498803383,1784323023.498803377,12.874345092,1784136761231707883,1784136761.231707811,0.100000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323023537679671,1784323023.537679672,12.913221380,1784136761549878555,1784136761.549878597,0.099727219761
/spool_cable_odom,nav_msgs/msg/Odometry,1784323023623474235,1784323023.623474121,12.999015944,1784136761331614491,1784136761.331614494,0.110000000000
